3.674999999998362910e-02 2.591731456468193001e-03 2.046875260925267587e-02 1.561947596575655073e+00 2.870078708706487458e-02 1.185458165627297333e+00 1.066852383274788929e+00 0.000000000000000000e+00
7.349999999996725819e-02 1.644565817935556354e-02 4.287112841033882682e-02 2.958717545204361254e+00 1.143489098164067602e-01 1.178390200942166954e+00 1.063880109005442165e+00 0.000000000000000000e+00
1.102499999999508873e-01 4.585230698442648023e-02 6.460059179687419051e-02 3.416978130495336607e+00 2.315023178573365203e-01 1.110750838809781982e+00 1.039362231085716015e+00 0.000000000000000000e+00
1.470000000000482032e-01 9.033183340775040315e-02 8.318979724883932003e-02 3.875238715787729049e+00 3.654968024081426403e-01 1.092915670146152207e+00 1.033906598196884241e+00 0.000000000000000000e+00
1.837500000000318323e-01 1.502358202847425273e-01 1.022276109771715763e-01 4.333499301078703958e+00 5.163323634679962693e-01 1.092176891523513493e+00 1.034232271082651700e+00 0.000000000000000000e+00
2.205000000000154614e-01 2.262547191316152673e-01 1.223589073791488679e-01 4.791759886369678867e+00 6.840090010372855689e-01 1.096575869112176305e+00 1.036156443971725460e+00 0.000000000000000000e+00
2.572499999999990905e-01 3.191900522141515317e-01 1.434434963684064201e-01 5.250020471660653776e+00 8.685267151160106502e-01 1.102479202607732578e+00 1.038474560836353700e+00 0.000000000000000000e+00
2.939999999999827196e-01 4.296698345932823959e-01 1.653131498413065170e-01 5.469355448771351824e+00 1.066779472797820150e+00 1.103840786849990208e+00 1.038704779365535069e+00 0.000000000000000000e+00
3.307499999999663487e-01 5.568384619490437393e-01 1.875192595214820457e-01 5.589903876346995482e+00 1.269993362896778999e+00 1.096855399113890073e+00 1.035695955400205426e+00 0.000000000000000000e+00
3.674999999999499778e-01 6.998840774107777385e-01 2.099496733398411585e-01 5.710452303922641804e+00 1.477637407709141204e+00 1.089307902168213049e+00 1.032728790008413222e+00 0.000000000000000000e+00
4.042500000000472937e-01 8.584741883638297155e-01 2.322679350891084238e-01 6.637533962309703384e+00 1.693191546166032735e+00 1.087163684989526757e+00 1.032282575852198292e+00 0.000000000000000000e+00
4.410000000000309228e-01 1.042532574078631091e+00 2.559320216674772497e-01 1.054244439149407597e+01 2.008873648417036417e+00 1.162283086352042139e+00 1.064489477720743649e+00 0.000000000000000000e+00
4.777500000000145519e-01 1.272844480068201278e+00 2.811662372131312759e-01 1.444735482067844679e+01 2.468061208940501849e+00 1.280682861422306917e+00 1.109455565593647997e+00 0.000000000000000000e+00
5.144999999999981810e-01 1.565878137009413029e+00 3.090921024169883680e-01 1.856689478873641264e+01 3.077357622368983581e+00 1.396834916163310458e+00 1.148200291365274017e+00 0.000000000000000000e+00
5.512499999999818101e-01 1.935730451535653707e+00 3.413918983154254905e-01 2.275345491218164184e+01 3.834641238962456455e+00 1.481732606307153643e+00 1.172337142675955679e+00 0.000000000000000000e+00
5.879999999999654392e-01 2.396133121357936435e+00 3.785142331848097008e-01 2.747895619923210830e+01 4.751051101665994203e+00 1.534339256948211716e+00 1.184496765208131297e+00 0.000000000000000000e+00
6.247499999999490683e-01 2.981744713263722257e+00 4.927971915893493704e-01 4.381186733214025963e+01 6.076072564820790056e+00 1.655428856686861128e+00 1.220950566399342740e+00 0.000000000000000000e+00
6.615000000000463842e-01 3.760029272457094063e+00 5.378823233642512358e-01 5.126960134801495883e+01 7.824078517507112807e+00 1.733563927010772554e+00 1.238307264192759716e+00 0.000000000000000000e+00
6.982500000000300133e-01 4.741370175901650441e+00 5.781449161682057358e-01 5.860679625815861726e+01 9.842783545211156948e+00 1.729932844646652201e+00 1.230484761626599255e+00 0.000000000000000000e+00
7.350000000000136424e-01 5.938839214493303764e+00 6.348938631286541456e-01 6.496733664861514512e+01 1.210810165598557830e+01 1.682207737811357573e+00 1.211627280254164551e+00 0.000000000000000000e+00
7.717499999999972715e-01 7.368511869276421322e+00 6.632683366088784060e-01 7.327977330498097785e+01 1.466997560555655156e+01 1.629608448526659092e+00 1.193916900455396002e+00 0.000000000000000000e+00
8.084999999999809006e-01 9.049569053014829834e+00 6.901848331909092860e-01 7.945888258067751053e+01 1.748201300319517415e+01 1.570315536013481506e+00 1.175187656943427639e+00 0.000000000000000000e+00
8.452499999999645297e-01 1.099089105799036226e+01 7.158676570129306471e-01 8.814888699492674107e+01 2.054285386697173976e+01 1.515544514862345649e+00 1.158766099484169310e+00 0.000000000000000000e+00
8.819999999999481588e-01 1.321408527004109779e+01 7.422233932495024833e-01 9.235772022694996508e+01 2.387263531682126327e+01 1.467636330025396951e+00 1.144673025800409638e+00 0.000000000000000000e+00
9.187500000000454747e-01 1.571072950307641136e+01 7.682426732787990264e-01 9.335352130366835866e+01 2.729341723560808930e+01 1.414617150564160042e+00 1.128544406380191045e+00 7.777353637229370974e-05
9.555000000000291038e-01 1.846114421098648606e+01 7.924675202026268961e-01 9.431934934387751923e+01 3.073655840528468630e+01 1.361848163110543464e+00 1.112333816804959907e+00 4.837626748082329408e-04
