9.922500000000127329e-01 2.145570769293506075e+01 8.157951505737204290e-01 9.562962854166045190e+01 3.423213275572149428e+01 1.316348088671369432e+00 1.098510313483047174e+00 1.028607059861953461e-03
1.028999999999996362e+00 2.468724952508004478e+01 8.411415181884661640e-01 9.614566143128179476e+01 3.775600370897272740e+01 1.276822474274060371e+00 1.086468100177847784e+00 1.724864091984157919e-03
1.065749999999979991e+00 2.814667347172836642e+01 8.635719320068252491e-01 9.666169432090315183e+01 4.129883887091756378e+01 1.242975845086447428e+00 1.076138952285915718e+00 2.583958227351560236e-03
1.102499999999963620e+00 3.182721517271847134e+01 8.846565209960828291e-01 9.717772721052449469e+01 4.486063824155594659e+01 1.214362991904668787e+00 1.067407022692460350e+00 3.617155460465263945e-03
1.139249999999947249e+00 3.572340032769155016e+01 9.039466768798717355e-01 9.769376010014585177e+01 4.844140182088793267e+01 1.190276118030752395e+00 1.060059383290032020e+00 4.835411199775888069e-03
1.175999999999930878e+00 3.983062875496881361e+01 9.232368327636604199e-01 9.820979298976719463e+01 5.204112960891346518e+01 1.169997247285982089e+00 1.053876718637120069e+00 6.249423999561255424e-03
1.212750000000028194e+00 4.414495235462011635e+01 9.423026845092654646e-01 9.872582587939012910e+01 5.565982160564383463e+01 1.152884354904833097e+00 1.048662549434941527e+00 7.869678122374381204e-03
1.249500000000011823e+00 4.866293337916928152e+01 9.622657528076051792e-01 9.924185876901148617e+01 5.929747781105657367e+01 1.138392775986993399e+00 1.044250307000727185e+00 9.706477852311972548e-03
1.286249999999995453e+00 5.338154603286467648e+01 9.822288211059448937e-01 9.975789165863282904e+01 6.295409822516292309e+01 1.126071663742028939e+00 1.040502251034300274e+00 1.176997557821518256e-02
1.322999999999979082e+00 5.829810454552196575e+01 1.001518976989733689e+00 1.002739245482541861e+02 6.662968284796282603e+01 1.115552035466687242e+00 1.037305735388047045e+00 1.407019508005261793e-02
1.359749999999962711e+00 6.341020964510148161e+01 1.021033437011706013e+00 1.007045824615669716e+02 7.032377278895864947e+01 1.106518719505039439e+00 1.034562162121336781e+00 1.661688806577481942e-02
1.396499999999946340e+00 6.871477618937494469e+01 1.040323592895494809e+00 1.009287520600879020e+02 7.402878531079241498e+01 1.098548496676358788e+00 1.032118343674558014e+00 1.941683354552109497e-02
1.433249999999929969e+00 7.420823145610162896e+01 1.060062357055651105e+00 1.011529216586088324e+02 7.774203606537180633e+01 1.091464169203643086e+00 1.029927741244632156e+00 2.247763399006682747e-02
1.470000000000027285e+00 7.988760520755579364e+01 1.079801121215806958e+00 1.013770912571304308e+02 8.146352505270836275e+01 1.085166627132626793e+00 1.027969776005152047e+00 2.580759685582203339e-02
1.506750000000010914e+00 8.575025853593521674e+01 1.099539885375963033e+00 1.016012608556513754e+02 8.519325227277907686e+01 1.079562345668916512e+00 1.026221019466095230e+00 2.941489604841289809e-02
1.543499999999994543e+00 9.179379624834223250e+01 1.119502953674302637e+00 1.018254304541722917e+02 8.893121772559543103e+01 1.074567157369553883e+00 1.024658605293839120e+00 3.330758386872790383e-02
1.580249999999978172e+00 9.801601949524676627e+01 1.139466021972642018e+00 1.020496000526932363e+02 9.267742141115741106e+01 1.070106831540343917e+00 1.023261435370697470e+00 3.749360153622149916e-02
1.616999999999961801e+00 1.044148947472086633e+02 1.159653394409165372e+00 1.022737696512141525e+02 9.643186332946503114e+01 1.066116540217004527e+00 1.022010550746210278e+00 4.198078851140969042e-02
1.653749999999945430e+00 1.109885312585775097e+02 1.179840766845688504e+00 1.024979392497350830e+02 1.001945434805183055e+02 1.062539936674853802e+00 1.020889148297576821e+00 4.677689079713739234e-02
1.690499999999929059e+00 1.177351636642655563e+02 1.200476747558579138e+00 1.027221088482559992e+02 1.039654618643172341e+02 1.059328143170748859e+00 1.019882445694760165e+00 5.188956836545877138e-02
1.727250000000026375e+00 1.246531380041450632e+02 1.220664119995102048e+00 1.029462784467776260e+02 1.077446184808734699e+02 1.056438774764157484e+00 1.018977488079541027e+00 5.732640183116678723e-02
1.764000000000010004e+00 1.317409001949838796e+02 1.241300100707992460e+00 1.031704480452985422e+02 1.115320133301636787e+02 1.053835050617044633e+00 1.018162941024480794e+00 6.309489847238088089e-02
1.800749999999993634e+00 1.389969863351188337e+02 1.262160385559066622e+00 1.033946176438194726e+02 1.153276464121995275e+02 1.051485008919603503e+00 1.017428890801278518e+00 6.920249768252013933e-02
1.837499999999977263e+00 1.464200144291191634e+02 1.283020670410140340e+00 1.036187872423403888e+02 1.191315177269810306e+02 1.049360825068884617e+00 1.016766661189152376e+00 7.565657592411230425e-02
1.874249999999960892e+00 1.540086772422482397e+02 1.303656651123030974e+00 1.038429568408613335e+02 1.229436272745081453e+02 1.047438225376489562e+00 1.016168650058264733e+00 8.246445124465101584e-02
1.910999999999944521e+00 1.617617360718688531e+02 1.324741240112288221e+00 1.040671264393822497e+02 1.267639750547809427e+02 1.045695985808445805e+00 1.015628185953336482e+00 8.963338740548744410e-02
1.947749999999928150e+00 1.696780152752353672e+02 1.345825829101546134e+00 1.042912960379031801e+02 1.305925610677993802e+02 1.044115504755570356e+00 1.015139403463209744e+00 9.717059766752436656e-02
1.984500000000025466e+00 1.777563974295006233e+02 1.366910418090803603e+00 1.045154656364248069e+02 1.344293853135752670e+02 1.042680439405017312e+00 1.014697135554282204e+00 1.050832482713961874e-01
2.021250000000009095e+00 1.859958190258078332e+02 1.387995007080060850e+00 1.047396352349457231e+02 1.382744477920850272e+02 1.041376396313350883e+00 1.014296820873910265e+00 1.133784616445509402e-01
2.057999999999992724e+00 1.943952666192585639e+02 1.408630987792951039e+00 1.049638048334666536e+02 1.421277485033403423e+02 1.040190667949394854e+00 1.013934424079223184e+00 1.220633193638852032e-01
2.094749999999976353e+00 2.029537733703614890e+02 1.429715576782208730e+00 1.051879744319875698e+02 1.459892874473413826e+02 1.039112008122048625e+00 1.013606367400073482e+00 1.311448648981123066e-01
2.131499999999959982e+00 2.116704159257593574e+02 1.451248774047833479e+00 1.054121440305085002e+02 1.498590646240879494e+02 1.038130440260779386e+00 1.013309471838438114e+00 1.406301061518181739e-01
2.168249999999943611e+00 2.205443115943907060e+02 1.472333363037090948e+00 1.056363136290294165e+02 1.537370800335802414e+02 1.037237093447412883e+00 1.013040906607169722e+00 1.505260178300418250e-01
2.204999999999927240e+00 2.295746157824625016e+02 1.493866560302715696e+00 1.058604832275503327e+02 1.576233336758181736e+02 1.036424061902574856e+00 1.012798145601456756e+00 1.608395436401306167e-01
2.241750000000024556e+00 2.387605196562966796e+02 1.514951149291973387e+00 1.060846528260719595e+02 1.615178255508138534e+02 1.035684284316177761e+00 1.012578929869115241e+00 1.715775983457125953e-01
2.278500000000008185e+00 2.481012480065182331e+02 1.536484346557597913e+00 1.063088224245928899e+02 1.654205556585430372e+02 1.035011439991033955e+00 1.012381235198361207e+00 1.827470696857159127e-01
2.315249999999991815e+00 2.575960572914410704e+02 1.558466152099589941e+00 1.065329920231138061e+02 1.693315239990180032e+02 1.034399859255545895e+00 1.012203244074035835e+00 1.943548201706324086e-01
2.351999999999975444e+00 2.672442338396404011e+02 1.579999349365214689e+00 1.067571616216347365e+02 1.732507305722384103e+02 1.033844446009100970e+00 1.012043321366781878e+00 2.064076887657931569e-01
2.388749999999959073e+00 2.770450921953075181e+02 1.601532546630839438e+00 1.069813312201556670e+02 1.771781753782045712e+02 1.033340610604292609e+00 1.011899993216404114e+00 2.189124924714976328e-01
2.425499999999942702e+00 2.869979735915757715e+02 1.623514352172831465e+00 1.072055008186765974e+02 1.811138584169163721e+02 1.032884211554339071e+00 1.011771928652597907e+00 2.318760278081718196e-01
2.462249999999926331e+00 2.971022445390585176e+02 1.645496157714823493e+00 1.074296704171975279e+02 1.850577796883738131e+02 1.032471504791367067e+00 1.011657923565600914e+00 2.453050722141328077e-01
2.499000000000023647e+00 3.073572955184134230e+02 1.667029354980448019e+00 1.076538400157191262e+02 1.890099391925891155e+02 1.032099099399300668e+00 1.011556886697743574e+00 2.592063853627974424e-01
2.535750000000007276e+00 3.177625397668641654e+02 1.689459768798807326e+00 1.078780096142400708e+02 1.929703369295378366e+02 1.031763918910738376e+00 1.011467827376274942e+00 2.735867104052130960e-01
2.572499999999990905e+00 3.283174121504329150e+02 1.711441574340799132e+00 1.081021792127609871e+02 1.969389728992322546e+02 1.031463167395731073e+00 1.011389844749373879e+00 2.884527751441212651e-01
2.609249999999974534e+00 3.390213681135160755e+02 1.733423379882791160e+00 1.083263488112819175e+02 2.009158471016722558e+02 1.031194299686576388e+00 1.011322118322363739e+00 3.038112931437397801e-01
2.645999999999958163e+00 3.498738826994005535e+02 1.755853793701150023e+00 1.085505184098028337e+02 2.049009595368578402e+02 1.030954995180233258e+00 1.011263899620792994e+00 3.196689647804895618e-01
2.682749999999941792e+00 3.608744496354026978e+02 1.778284207519509330e+00 1.087746880083237784e+02 2.088943102047892353e+02 1.030743134741961997e+00 1.011214504832036232e+00 3.360324782385927800e-01
2.719499999999925421e+00 3.720225804771784510e+02 1.800714621337868415e+00 1.089988576068446946e+02 2.128958991054660999e+02 1.030556780302913200e+00 1.011173308298297879e+00 3.529085104543913665e-01
2.756249999999909051e+00 3.833178038072919662e+02 1.823145035156227500e+00 1.092230272053656250e+02 2.169057262388886613e+02 1.030394156802762140e+00 1.011139736751849982e+00 3.703037280128785858e-01
2.793000000000006366e+00 3.947596644836652899e+02 1.845575448974586585e+00 1.094471968038872234e+02 2.209237916050693400e+02 1.030253636177749010e+00 1.011113264198547412e+00 3.882247879996828521e-01
2.829749999999989996e+00 4.063477229337181029e+02 1.868005862792945670e+00 1.096713664024081680e+02 2.249500952039832100e+02 1.030133723136441803e+00 1.011093407368675479e+00 4.066783388111003816e-01
2.866499999999973625e+00 4.180815544911399115e+02 1.891333493164039314e+00 1.098955360009290985e+02 2.289846370356427485e+02 1.030033042501000473e+00 1.011079721665202324e+00 4.256710209256974187e-01
2.903249999999957254e+00 4.299607487713442424e+02 1.913763906982398177e+00 1.101197055994500289e+02 2.330274171000479271e+02 1.029950327921974385e+00 1.011071797548894091e+00 4.452094676388480554e-01
2.939999999999940883e+00 4.419849090831869489e+02 1.936194320800757485e+00 1.103438751979709451e+02 2.370784353971987457e+02 1.029884411800522592e+00 1.011069257307898983e+00 4.653003057633097739e-01
2.976749999999924512e+00 4.541536518740707038e+02 1.959521951171850684e+00 1.105680447964918756e+02 2.411376919270952328e+02 1.029834216273900704e+00 1.011071752166179172e+00 4.859501562976134559e-01
3.013499999999908141e+00 4.664666062060378522e+02 1.981952364990209547e+00 1.107922143950127918e+02 2.452051866897373031e+02 1.029798745139028249e+00 1.011078959691191770e+00 5.071656350642610445e-01
3.050250000000005457e+00 4.789234132606726462e+02 2.005279995361303413e+00 1.110163839935344186e+02 2.492809196851376043e+02 1.029777076605107977e+00 1.011090581466259408e+00 5.289533533195936998e-01
3.086999999999989086e+00 4.915237258705644194e+02 2.028607625732396613e+00 1.112405535920553490e+02 2.533648909132710401e+02 1.029768356780184524e+00 1.011106340997445008e+00 5.513199183365901090e-01
3.123749999999972715e+00 5.042672080760557947e+02 2.051038039550755698e+00 1.114647231905762652e+02 2.574571003741500022e+02 1.029771793808556657e+00 1.011125981828547182e+00 5.742719339631469078e-01
3.160499999999956344e+00 5.171535347048164795e+02 2.074365669921848898e+00 1.116888927890971956e+02 2.615575480677748033e+02 1.029786652586295315e+00 1.011149265841082778e+00 5.978160011559313647e-01
3.197249999999939973e+00 5.301823909732612492e+02 2.097693300292942542e+00 1.119130623876181261e+02 2.656662339941450455e+02 1.029812249991079565e+00 1.011175971718962341e+00 6.219587184921326894e-01
3.233999999999923602e+00 5.433534721081625776e+02 2.121020930664036186e+00 1.121372319861390423e+02 2.697831581532610130e+02 1.029847950570297321e+00 1.011205893559995017e+00 6.467066826599663365e-01
3.270749999999907232e+00 5.566664829871733673e+02 2.144348561035129830e+00 1.123614015846599585e+02 2.739083205451227059e+02 1.029893162638122250e+00 1.011238839618523899e+00 6.720664889291328992e-01
3.307500000000004547e+00 5.701211377971071670e+02 2.167676191406223030e+00 1.125855711831815853e+02 2.780417211697426865e+02 1.029947334738065212e+00 1.011274631165294480e+00 6.980447316023991045e-01
3.344249999999988177e+00 5.837171597085946360e+02 2.191003821777316229e+00 1.128097407817025015e+02 2.821833600270955458e+02 1.030009952432708875e+00 1.011313101452357976e+00 7.246480044488174954e-01
3.380999999999971806e+00 5.974542805667267658e+02 2.214331452148409873e+00 1.130339103802234320e+02 2.863332371171940736e+02 1.030080535386610707e+00 1.011354094772107137e+00 7.518829011207289748e-01
3.417749999999955435e+00 6.113322405958890613e+02 2.238556299072238076e+00 1.132580799787443624e+02 2.904913524400382130e+02 1.030158634712419419e+00 1.011397465600904155e+00 7.797560155538196813e-01
3.454499999999939064e+00 6.253507881185420274e+02 2.261883929443331276e+00 1.134822495772653070e+02 2.946577059956281346e+02 1.030243830553491557e+00 1.011443077818719560e+00 8.082739423522553590e-01
3.491249999999922693e+00 6.395098604873687691e+02 2.285211559814424920e+00 1.136387974683543547e+02 2.988317483575906408e+02 1.030331065337016572e+00 1.011488317483781652e+00 8.374409664493170924e-01
3.527999999999906322e+00 6.538085337638934789e+02 2.309436406738252678e+00 1.137100379746834449e+02 3.030092832088546402e+02 1.030394892378790228e+00 1.011521267416301217e+00 8.672455127206307735e-01
3.564750000000003638e+00 6.682455729071564292e+02 2.332764037109345878e+00 1.137812784810127482e+02 3.071894361487391052e+02 1.030434890267254211e+00 1.011542430826137151e+00 8.976890586157680874e-01
3.601499999999987267e+00 6.828202103618817773e+02 2.356988884033174081e+00 1.138525189873418242e+02 3.113722071772182289e+02 1.030454210195454356e+00 1.011553559644123190e+00 9.287766609627475800e-01
3.638249999999970896e+00 6.975317365309737170e+02 2.381213730957001840e+00 1.139237594936709144e+02 3.155575962943049717e+02 1.030455532234870741e+00 1.011556108167112722e+00 9.605133568148205292e-01
3.674999999999954525e+00 7.123794862057119417e+02 2.404541361328095483e+00 1.139949999999999903e+02 3.197456034999993904e+02 1.030441166824364041e+00 1.011551302858952006e+00 9.929041639452746981e-01
