2.500000000000000052e-03 4.368723940315172543e-04 5.794028944969177456e-04 1.000000000000000000e+01 2.499999999999999445e-02 9.999999999999995559e-01 9.999999999999994449e-01
5.000000000000000104e-03 1.386983395722991320e-03 1.251265778541564653e-03 1.000000000000000000e+01 4.999999999999998890e-02 1.000000000000001998e+00 1.000000000000000666e+00
7.499999999999999722e-03 2.726193598688748335e-03 1.963659780502319437e-03 1.000000000000000000e+01 7.500000000000002498e-02 1.000000000000001554e+00 1.000000000000000444e+00
1.000000000000000021e-02 4.403397802866209146e-03 2.703710309982300039e-03 1.000000000000000000e+01 9.999999999999997780e-02 9.999999999999984457e-01 9.999999999999988898e-01
1.250000000000000069e-02 6.387113147418376803e-03 3.464741653442382149e-03 1.000000000000000000e+01 1.250000000000000555e-01 1.000000000000005995e+00 1.000000000000003997e+00
1.499999999999999944e-02 8.655125172854978219e-03 4.242939117431640192e-03 1.000000000000000000e+01 1.500000000000000500e-01 1.000000000000002220e+00 1.000000000000001554e+00
1.750000000000000167e-02 1.119054752221655680e-02 5.036395355224609210e-03 1.000000000000000000e+01 1.749999999999999334e-01 9.999999999999998890e-01 9.999999999999991118e-01
2.000000000000000042e-02 1.397991660900855561e-02 5.841295673370361027e-03 1.000000000000000000e+01 1.999999999999999556e-01 9.999999999999988898e-01 9.999999999999995559e-01
2.249999999999999917e-02 1.701213360942035319e-02 6.657640071868897377e-03 1.000000000000000000e+01 2.250000000000001166e-01 1.000000000000002887e+00 1.000000000000000444e+00
2.500000000000000139e-02 2.027782025850374467e-02 7.485428550720215658e-03 1.000000000000000000e+01 2.500000000000001110e-01 9.999999999999993339e-01 9.999999999999988898e-01
2.750000000000000014e-02 2.376889968663413108e-02 8.320846416473386825e-03 1.000000000000000000e+01 2.749999999999999112e-01 1.000000000000001998e+00 1.000000000000000666e+00
2.999999999999999889e-02 2.747830960861286434e-02 9.163893669128418684e-03 1.000000000000000000e+01 3.000000000000000999e-01 1.000000000000003109e+00 1.000000000000001776e+00
3.250000000000000111e-02 3.139979815586956685e-02 1.001838500213622987e-02 1.000000000000000000e+01 3.249999999999997891e-01 1.000000000000000444e+00 1.000000000000001110e+00
3.500000000000000333e-02 3.552777381773337267e-02 1.087287633514404453e-02 1.000000000000000000e+01 3.499999999999998668e-01 1.000000000000000888e+00 1.000000000000000888e+00
3.749999999999999861e-02 3.985719220184134881e-02 1.174262644195556496e-02 1.000000000000000000e+01 3.749999999999997780e-01 9.999999999999977796e-01 9.999999999999988898e-01
4.000000000000000083e-02 4.438346866313572225e-02 1.262000593566894348e-02 1.000000000000000000e+01 3.999999999999999112e-01 1.000000000000001998e+00 1.000000000000000888e+00
4.250000000000000305e-02 4.910240960531569998e-02 1.349738542938232547e-02 1.000000000000000000e+01 4.250000000000000999e-01 1.000000000000004441e+00 1.000000000000001554e+00
4.499999999999999833e-02 5.401015757563490394e-02 1.438239430999755861e-02 1.000000000000000000e+01 4.500000000000002331e-01 1.000000000000000666e+00 1.000000000000000000e+00
4.750000000000000056e-02 5.910314675488026470e-02 1.527503257751464637e-02 1.000000000000000000e+01 4.750000000000000333e-01 1.000000000000003331e+00 1.000000000000002442e+00
5.000000000000000278e-02 6.437806641994177348e-02 1.616767084503173760e-02 1.000000000000000000e+01 5.000000000000002220e-01 1.000000000000001776e+00 1.000000000000000888e+00
5.249999999999999806e-02 6.983183061616861365e-02 1.706793849945067998e-02 1.000000000000000000e+01 5.249999999999994671e-01 1.000000000000000888e+00 1.000000000000000444e+00
5.500000000000000028e-02 7.546155273337934455e-02 1.797583554077148218e-02 1.000000000000000000e+01 5.499999999999998224e-01 9.999999999999984457e-01 9.999999999999977796e-01
5.750000000000000250e-02 8.126452400201039650e-02 1.887610319519043151e-02 1.000000000000000000e+01 5.749999999999996225e-01 1.000000000000002887e+00 1.000000000000001110e+00
5.999999999999999778e-02 8.723819515803994673e-02 1.979162962341308313e-02 1.000000000000000000e+01 6.000000000000001998e-01 1.000000000000001554e+00 1.000000000000000444e+00
6.250000000000000000e-02 9.338016069511986816e-02 2.071478543853759458e-02 1.000000000000000000e+01 6.250000000000000000e-01 9.999999999999986677e-01 1.000000000000000000e+00
6.500000000000000222e-02 9.968814524843304381e-02 2.163794125366210949e-02 1.000000000000000000e+01 6.499999999999995781e-01 9.999999999999983347e-01 9.999999999999993339e-01
6.750000000000000444e-02 1.061599917496586498e-01 2.256872645568847036e-02 1.000000000000000000e+01 6.750000000000003775e-01 1.000000000000002665e+00 1.000000000000000888e+00
7.000000000000000666e-02 1.127936510647163937e-01 2.349951165771484163e-02 1.000000000000000000e+01 6.999999999999997335e-01 1.000000000000001332e+00 1.000000000000000666e+00
7.249999999999999500e-02 1.195871728816533114e-01 2.443029685974120596e-02 1.000000000000000000e+01 7.250000000000004219e-01 1.000000000000002220e+00 1.000000000000002665e+00
7.499999999999999722e-02 1.265386976594032598e-01 2.536108206176757376e-02 1.000000000000000000e+01 7.499999999999995559e-01 1.000000000000000222e+00 9.999999999999997780e-01
7.749999999999999944e-02 1.336464494822321714e-01 2.630712603759765428e-02 1.000000000000000000e+01 7.750000000000002442e-01 1.000000000000003109e+00 1.000000000000001110e+00
8.000000000000000167e-02 1.409087296917187204e-01 2.725317001342773479e-02 1.000000000000000000e+01 7.999999999999998224e-01 9.999999999999977796e-01 9.999999999999985567e-01
8.250000000000000389e-02 1.483239111897334817e-01 2.819921398925780837e-02 1.000000000000000000e+01 8.250000000000008438e-01 1.000000000000002665e+00 1.000000000000000666e+00
8.500000000000000611e-02 1.558904333233032125e-01 2.914525796508788888e-02 1.000000000000000000e+01 8.500000000000001998e-01 1.000000000000002665e+00 1.000000000000001776e+00
8.750000000000000833e-02 1.636067972763761147e-01 3.010656071472168210e-02 1.000000000000000000e+01 8.749999999999993339e-01 1.000000000000001776e+00 1.000000000000000222e+00
8.999999999999999667e-02 1.714715619050619366e-01 3.106786346435546492e-02 1.000000000000000000e+01 9.000000000000004663e-01 1.000000000000003997e+00 1.000000000000002665e+00
9.249999999999999889e-02 1.794833399624114201e-01 3.201390744018554890e-02 1.000000000000000000e+01 9.249999999999996003e-01 1.000000000000001554e+00 1.000000000000000444e+00
9.500000000000000111e-02 1.876407946666557858e-01 3.299046896362305137e-02 1.000000000000000000e+01 9.500000000000000666e-01 1.000000000000000444e+00 1.000000000000000666e+00
9.750000000000000333e-02 1.959426365733581143e-01 3.395177171325682725e-02 1.000000000000000000e+01 9.749999999999996447e-01 9.999999999999966693e-01 9.999999999999977796e-01
1.000000000000000056e-01 2.043876207173881965e-01 3.491307446289061700e-02 1.000000000000000000e+01 1.000000000000000444e+00 1.000000000000003997e+00 1.000000000000002442e+00
1.025000000000000078e-01 2.129745439952234198e-01 3.588963598632811947e-02 1.000000000000000000e+01 1.025000000000000133e+00 1.000000000000003997e+00 1.000000000000001554e+00
1.049999999999999961e-01 2.217022427619426139e-01 3.686619750976562193e-02 1.000000000000000000e+01 1.049999999999998934e+00 9.999999999999975575e-01 9.999999999999990008e-01
1.074999999999999983e-01 2.305695906205727508e-01 3.784275903320312440e-02 1.000000000000000000e+01 1.075000000000000400e+00 9.999999999999991118e-01 1.000000000000000222e+00
1.100000000000000006e-01 2.395754963842402219e-01 3.881932055664062686e-02 1.000000000000000000e+01 1.099999999999999645e+00 9.999999999999987788e-01 9.999999999999996669e-01
1.125000000000000028e-01 2.487189021939621991e-01 3.979588208007811545e-02 1.000000000000000000e+01 1.125000000000000222e+00 9.999999999999997780e-01 9.999999999999994449e-01
1.150000000000000050e-01 2.579987817769727187e-01 4.078770237731933063e-02 1.000000000000000000e+01 1.149999999999999245e+00 1.000000000000001110e+00 1.000000000000001110e+00
1.175000000000000072e-01 2.674141388322413548e-01 4.177952267456054580e-02 1.000000000000000000e+01 1.175000000000000933e+00 9.999999999999992228e-01 1.000000000000000000e+00
1.199999999999999956e-01 2.769640055313594695e-01 4.275608419799804827e-02 1.000000000000000000e+01 1.200000000000000400e+00 1.000000000000000444e+00 1.000000000000000444e+00
1.224999999999999978e-01 2.866474411243132292e-01 4.376316326904296922e-02 1.000000000000000000e+01 1.225000000000000311e+00 1.000000000000001332e+00 9.999999999999997780e-01
1.250000000000000000e-01 2.964635306407854554e-01 4.473972479248047168e-02 1.000000000000000000e+01 1.250000000000000000e+00 1.000000000000000222e+00 1.000000000000000888e+00
1.275000000000000022e-01 3.064113836786572787e-01 4.574680386352537875e-02 1.000000000000000000e+01 1.274999999999999689e+00 9.999999999999981126e-01 9.999999999999983347e-01
1.300000000000000044e-01 3.164901332722426242e-01 4.675388293457030664e-02 1.000000000000000000e+01 1.299999999999999156e+00 9.999999999999976685e-01 9.999999999999980016e-01
1.325000000000000067e-01 3.266989348335688215e-01 4.773044445800780911e-02 1.000000000000000000e+01 1.324999999999999067e+00 9.999999999999973355e-01 9.999999999999981126e-01
1.350000000000000089e-01 3.370369651606872075e-01 4.873752352905273005e-02 1.000000000000000000e+01 1.350000000000000755e+00 1.000000000000001554e+00 1.000000000000001332e+00
1.375000000000000111e-01 3.475034215076024946e-01 4.974460260009764406e-02 1.000000000000000000e+01 1.375000000000000666e+00 1.000000000000001110e+00 9.999999999999996669e-01
