0	0.66	17
0.25	0.65	17
0.5	0.61	17
0.75	0.59	17
1	0.57	17
1.25	0.57	17
1.5	0.58	17
1.75	0.58	17
2	0.26	17
2.23	0.21	17
2.25	0.07	17
2.5	0.1	17
2.75	0.1	17
3	0.08	17
3.25	0.06	17
3.5	0.01	17
3.75	0	17
3.88	0.19	17
4	0.26	17
4.25	0.33	17
4.5	0.41	17
4.75	0.41	17
5	0.45	17
5.25	0.41	17
5.5	0.46	17
5.75	0.51	17
5.85	0.51	17
