0.0000000E+00   318.8520       25.00000    
   1.249880       318.1020       25.00000    
   2.499760       317.4080       25.00000    
   3.749630       317.0450       25.00000    
   6.249390       316.4290       25.00000    
   7.499270       316.0540       25.00000    
   8.749140       315.4900       25.00000    
   9.999020       314.6090       25.00000    
   11.24890       313.6070       25.00000    
   12.49878       312.7820       25.00000    
   13.74866       312.1610       25.00000    
   14.99853       311.7460       25.00000    
   16.24841       311.5390       25.00000    
   17.49829       311.4790       25.00000    
   29.99707       311.8050       25.00000    
   31.24695       311.7740       25.00000    
   34.99658       311.5710       25.00000    
   37.24202       311.2710       25.00000    
   43.49115       310.6570       25.00000    
   45.99080       310.3120       36.10108    
   48.49045       309.9710       36.10108    
   49.74028       309.8830       36.10108    
   50.99010       309.9230       36.10108    
   54.73958       310.2940       36.10108    
   57.23923       310.3780       36.10108    
   58.48906       310.3470       36.10108    
   59.73889       310.2350       36.10108    
   63.48836       309.6870       36.10108    
   64.73819       309.6350       36.10108    
   65.98802       309.6980       36.10108    
   68.48767       309.9360       36.10108    
   70.98732       310.0530       36.10108    
   72.60120       310.2170       36.10108    
   75.10083       310.3750       36.10108    
   76.35065       310.4140       36.10108    
   81.34991       310.3230       36.10108    
   83.84954       310.2230       36.10108    
   86.34916       310.3450       36.10108    
   87.59898       310.4510       36.10108    
   88.84879       310.6220       36.10108    
   90.09861       311.1500       25.00000    
   91.34842       312.1650       25.00000    
   91.82000       312.4100       25.00000         
