19.65000       12.86500       70.00000    
   22.09800       11.55300       70.00000    
   23.73700       11.28800       70.00000    
   31.04800       11.15700       70.00000    
   31.94800       11.66200       70.00000    
   65.33800       11.04000       70.00000    
   67.13000       10.18700       70.00000    
   70.76800       9.986000       70.00000    
   71.04300       9.372000       70.00000    
   71.58500       9.290000       70.00000    
   71.85500       9.175000       70.00000    
   77.80300       8.544000       70.00000    
   78.94400       8.238000       70.00000    
   80.41400       7.694000       70.00000    
   82.97000       7.132000       70.00000    
   85.38600       6.897000       70.00000    
   86.88800       6.655000       70.00000    
   87.76600       6.441000       70.00000    
   91.01100       5.936000       70.00000    
   123.5100       2.695000       70.00000    
   130.2570       3.087000       70.00000    
   137.2730       4.041000       70.00000    
   138.1150       4.221000       70.00000    
   145.3230       6.077000       70.00000    
   149.8880       7.639000       70.00000    
   150.9930       7.926000       70.00000    
   152.9870       8.295000       70.00000    
   153.6700       8.580000       70.00000    
   153.6700       10.12000       70.00000    
   156.6970       11.15200       70.00000    
   161.7500       11.54600       70.00000    
   165.2150       12.33000       70.00000        
