  0.000000E+00   103.6900       10.00000    
   8.840000       100.1100       10.00000    
   31.59000       100.2600       10.00000    
   37.38000       100.0400       10.00000    
   177.3200       100.4300       10.00000    
   185.8200       99.68000       10.00000    
   226.4600       99.11000       10.00000    
   255.2200       99.07000       10.00000    
   259.4300       98.79000       10.00000    
   289.6600       98.93000       10.00000    
   319.5200       100.4700       10.00000    
   914.9500       100.5400       10.00000    
   944.8600       100.8400       10.00000    
   1279.270       100.3800       10.00000    
   1339.800       99.70000       10.00000    
   1436.860       101.0500       10.00000    
   1755.920       100.7500       10.00000    
   1861.790       99.93000       33.33334    
   1907.630       99.64000       33.33334    
   1926.880       99.46000       33.33334    
   1955.830       99.58000       33.33334    
   1990.590       99.58000       33.33334    
   2021.800       99.62000       33.33334    
   2025.700       94.92000       33.33334    
   2084.480       92.02000       33.33334    
   2095.330       93.26000       33.33334    
   2120.330       94.95000       33.33334    
   2125.120       99.08000       33.33334    
   2127.560       99.32000       33.33334    
   2130.590       100.5500       33.33334    
   2150.420       101.1800       10.00000    
   2160.930       101.5200       10.00000    
   2417.070       101.7800       10.00000    
   2589.350       103.0500       10.00000    
   2610.240       103.6300       10.00000    
   2614.450       104.3800       10.00000    
