   23.25000       209.6900       30.00030    
   25.24000       208.1000       30.00030    
   27.06000       206.4500       30.00030    
   31.56000       206.4200       30.00030    
   32.42000       205.8400       30.00030    
   33.42000       204.5600       30.00030    
   34.99000       203.7000       30.00030    
   36.42000       202.7900       30.00030    
   37.28000       202.0500       30.00030    
   39.42000       201.8200       30.00030    
   41.42000       201.5600       30.00030    
   43.69000       201.2700       30.00030    
   45.06000       200.9800       30.00030    
   47.11000       200.6800       30.00030    
   49.49000       200.4700       30.00030    
   51.63000       200.4200       30.00030    
   53.91000       200.3000       30.00030    
   56.23000       200.1100       30.00030    
   58.37000       200.0100       30.00030    
   60.54000       199.7700       30.00030    
   62.86000       199.5900       30.00030    
   67.44000       199.3100       30.00030    
   69.77000       199.4600       30.00030    
   72.67000       199.5100       30.00030    
   75.26000       199.4500       30.00030    
   77.46000       199.4500       30.00030    
   79.58000       199.5700       30.00030    
   80.33000       199.8400       30.00030    
   81.48000       200.1900       30.00030    
   83.52000       200.3700       30.00030    
   87.60000       200.8300       30.00030    
   88.77000       201.1900       30.00030    
   89.60000       201.5100       30.00030    
   92.03000       201.8200       30.00030    
   94.74000       202.0700       30.00030    
   98.07000       203.2200       30.00030    
   99.69000       203.9900       30.00030    
   101.4400       204.7100       30.00030    
   103.6200       205.5600       30.00030    
   107.6000       205.7900       30.00030    
   110.0500       206.4400       30.00030    
   112.5700       207.9200       30.00030    
   114.0900       207.9800       30.00030   
