0	0.55	20
0.25	0.55	20
0.5	0.53	20
0.75	0.53	20
1	0.53	20
1.25	0.53	20
1.5	0.53	20
1.75	0.53	20
2	0.48	20
2.25	0.43	20
2.4	0.34	20
2.5	0.24	20
2.75	0.2	20
3	0.15	20
3.25	0.14	20
3.5	0.11	20
3.75	0.08	20
4	0.06	20
4.25	0	20
4.27	0.32	20
4.5	0.32	20
4.75	0.54	20
5	0.63	20
5.25	0.67	20
5.5	0.71	20
5.75	0.73	20
6	0.75	20
6.25	0.75	20
6.5	0.75	20
