0	0.49	19
0.25	0.47	19
0.5	0.43	19
0.75	0.41	19
1	0.37	19
1.25	0.34	19
1.5	0.36	19
1.75	0.44	19
2	0.45	19
2.25	0.47	19
2.5	0.49	19
2.75	0.48	19
3	0.48	19
3.25	0.49	19
3.5	0.45	19
3.75	0.43	19
4	0.4	19
4.25	0.33	19
4.5	0.31	19
4.75	0.27	19
4.87	0.25	19
5	0.22	19
5.25	0.19	19
5.5	0.16	19
5.75	0.05	19
6	0.06	19
6.25	0	19
6.45	0.01	19
6.5	0.14	19
6.66	0.22	19
6.75	0.27	19
7	0.34	19
7.25	0.39	19
7.5	0.51	19
